"name","year","city","country","continent","latitude","longitude","cuisine","price","star"
"Olive Tree",2019,"Bath","United Kingdom","Europe",51.38707,-2.3627,"Modern cuisine",NA,"one"
"Lympstone Manor",2019,"Lympstone","United Kingdom","Europe",50.64069,-3.4186063,"Modern cuisine",NA,"one"
"The Neptune",2019,"Hunstanton","United Kingdom","Europe",52.9511,0.50927,"Modern cuisine",NA,"one"
"Elephant",2019,"Torquay","United Kingdom","Europe",50.45853,-3.52438,"Modern British",NA,"one"
"Oxford Kitchen",2019,"Oxford","United Kingdom","Europe",51.776733,-1.264794,"Modern British",NA,"one"
"Nut Tree",2019,"Murcott","United Kingdom","Europe",51.83618,-1.1499,"Traditional British",NA,"one"
"Morston Hall",2019,"Morston","United Kingdom","Europe",52.95473,0.98729,"Modern British",NA,"one"
"Red Lion Freehouse",2019,"East Chisenbury","United Kingdom","Europe",51.2736,-1.8007996,"Classic cuisine",NA,"one"
"Blackbird",2019,"Newbury","United Kingdom","Europe",51.420887,-1.3493549,"Classic cuisine",NA,"one"
"Woodspeen",2019,"Newbury","United Kingdom","Europe",51.415802,-1.353532,"Modern cuisine",NA,"one"
"The Coach",2019,"Marlow","United Kingdom","Europe",51.571712,-0.7772678,"Modern British",NA,"one"
"Crown",2019,"Burchett's Green","United Kingdom","Europe",51.524807,-0.7915291,"Regional cuisine",NA,"one"
"L'Ortolan",2019,"Shinfield","United Kingdom","Europe",51.40833,-0.9542898,"French",NA,"one"
"Hinds Head",2019,"Bray","United Kingdom","Europe",51.51265,-0.69641,"Traditional British",NA,"one"
"Black Rat",2019,"Winchester","United Kingdom","Europe",51.05796,-1.3069497,"Modern cuisine",NA,"one"
"Matt Worswick at The Latymer",2019,"Bagshot","United Kingdom","Europe",51.35764,-0.7086128,"Modern cuisine",NA,"one"
"Coworth Park",2019,"Ascot","United Kingdom","Europe",51.40463,-0.616715,"Modern cuisine",NA,"one"
"Tudor Room",2019,"Egham","United Kingdom","Europe",51.41759,-0.545847,"Modern cuisine",NA,"one"
"The Glasshouse",2019,"Kew","United Kingdom","Europe",51.4771,-0.28574,"Modern cuisine",NA,"one"
"La Trompette",2019,"Chiswick","United Kingdom","Europe",51.49222,-0.25619,"Modern British",NA,"one"
"Tim Allen's Flitch of Bacon",2019,"Little Dunmow","United Kingdom","Europe",51.86747,0.404134,"Modern British",NA,"one"
"River Café",2019,"Hammersmith","United Kingdom","Europe",51.48395,-0.22423,"Italian",NA,"one"
"Kitchen W8",2019,"Kensington","United Kingdom","Europe",51.49918,-0.19692,"Modern cuisine",NA,"one"
"Trishna",2019,"Marylebone","United Kingdom","Europe",51.51834,-0.153031,"Indian",NA,"one"
"Roganic",2019,"Marylebone","United Kingdom","Europe",51.518314,-0.1520875,"Creative British",NA,"one"
"Locanda Locatelli",2019,"Marylebone","United Kingdom","Europe",51.51514,-0.15675,"Italian",NA,"one"
"Texture",2019,"Marylebone","United Kingdom","Europe",51.51488,-0.15664,"Creative",NA,"one"
"Portland",2019,"Regent's Park","United Kingdom","Europe",51.519726,-0.142555,"Modern cuisine",NA,"one"
"Harwood Arms",2019,"Fulham","United Kingdom","Europe",51.48291,-0.19651,"Modern British",NA,"one"
"Pied à Terre",2019,"Bloomsbury","United Kingdom","Europe",51.519,-0.13511,"Creative",NA,"one"
"The Ninth",2019,"Bloomsbury","United Kingdom","Europe",51.51875,-0.1350068,"Mediterranean cuisine",NA,"one"
"Kai",2019,"Mayfair","United Kingdom","Europe",51.50871,-0.15162,"Chinese",NA,"one"
"Pollen Street Social",2019,"Mayfair","United Kingdom","Europe",51.5133,-0.14234,"Creative",NA,"one"
"Hakkasan Mayfair",2019,"Mayfair","United Kingdom","Europe",51.51037,-0.14475,"Chinese",NA,"one"
"The Square",2019,"Mayfair","United Kingdom","Europe",51.51069,-0.14401,"Creative French",NA,"one"
"Alyn Williams at The Westbury",2019,"Mayfair","United Kingdom","Europe",51.51118,-0.14303,"Modern cuisine",NA,"one"
"Benares",2019,"Mayfair","United Kingdom","Europe",51.50973,-0.14494,"Indian",NA,"one"
"Hakkasan Hanway Place",2019,"Bloomsbury","United Kingdom","Europe",51.5171,-0.13144,"Chinese",NA,"one"
"Social Eating House",2019,"Soho","United Kingdom","Europe",51.51383,-0.13673,"Modern cuisine",NA,"one"
"Galvin at Windows",2019,"Mayfair","United Kingdom","Europe",51.50539,-0.15039,"Modern cuisine",NA,"one"
"Murano",2019,"Mayfair","United Kingdom","Europe",51.50707,-0.14722,"Italian",NA,"one"
"Marcus",2019,"Belgravia","United Kingdom","Europe",51.50171,-0.15614,"Modern cuisine",NA,"one"
"Sabor",2019,"Mayfair","United Kingdom","Europe",51.511368,-0.1396773,"Spanish",NA,"one"
"Clock House",2019,"Ripley","United Kingdom","Europe",51.30044,-0.49287,"Modern cuisine",NA,"one"
"Yauatcha Soho",2019,"Soho","United Kingdom","Europe",51.51367,-0.1352,"Chinese",NA,"one"
"Céleste",2019,"Belgravia","United Kingdom","Europe",51.502422,-0.1522617,"Creative French",NA,"one"
"Gymkhana",2019,"Mayfair","United Kingdom","Europe",51.50854,-0.14154,"Indian",NA,"one"
"Amaya",2019,"Belgravia","United Kingdom","Europe",51.49912,-0.15731,"Indian",NA,"one"
"Pétrus",2019,"Belgravia","United Kingdom","Europe",51.49951,-0.15662,"French",NA,"one"
"Veeraswamy",2019,"Mayfair","United Kingdom","Europe",51.51008,-0.13809,"Indian",NA,"one"
"Barrafina",2019,"Soho","United Kingdom","Europe",51.51375,-0.1318,"Spanish",NA,"one"
"Hide",2019,"Mayfair","United Kingdom","Europe",51.506077,-0.144289,"Modern British",NA,"one"
"Ritz Restaurant",2019,"Westminster","United Kingdom","Europe",51.50728,-0.14141,"Modern British",NA,"one"
"Elystan Street",2019,"Chelsea","United Kingdom","Europe",51.49124,-0.16724,"Modern British",NA,"one"
"Seven Park Place",2019,"Saint James's","United Kingdom","Europe",51.50623,-0.13998,"Modern cuisine",NA,"one"
"Ikoyi",2019,"Saint James's","United Kingdom","Europe",51.509212,-0.1334389,"Creative",NA,"one"
"Aquavit",2019,"Saint James's","United Kingdom","Europe",51.508713,-0.1334072,"Scandinavian",NA,"one"
"Five Fields",2019,"Chelsea","United Kingdom","Europe",51.49168,-0.16124,"Modern cuisine",NA,"one"
"Dining Room at The Goring",2019,"Victoria","United Kingdom","Europe",51.49763,-0.14556,"Traditional British",NA,"one"
"St John",2019,"Clerkenwell","United Kingdom","Europe",51.52064,-0.10133,"Traditional British",NA,"one"
"Quilon",2019,"Victoria","United Kingdom","Europe",51.49863,-0.13726,"Indian",NA,"one"
"Club Gascon",2019,"London","United Kingdom","Europe",51.51857,-0.10031,"French",NA,"one"
"A. Wong",2019,"Victoria","United Kingdom","Europe",51.49318,-0.14128,"Chinese",NA,"one"
"The Clove Club",2019,"Shoreditch","United Kingdom","Europe",51.52711,-0.07927,"Modern cuisine",NA,"one"
"Leroy",2019,"Shoreditch","United Kingdom","Europe",51.524086,-0.0815337,"Modern British",NA,"one"
"Angler",2019,"Finsbury","United Kingdom","Europe",51.51894,-0.08625,"Seafood",NA,"one"
"Brat",2019,"Shoreditch","United Kingdom","Europe",51.52427,-0.0767681,"Traditional British",NA,"one"
"Lyle's",2019,"Shoreditch","United Kingdom","Europe",51.52378,-0.07704,"Modern British",NA,"one"
"Galvin La Chapelle",2019,"Spitalfields","United Kingdom","Europe",51.52032,-0.0781,"French",NA,"one"
"City Social",2019,"City of London","United Kingdom","Europe",51.51521,-0.08431,"Modern cuisine",NA,"one"
"La Dame de Pic",2019,"City of London","United Kingdom","Europe",51.510372,-0.0788981,"Modern French",NA,"one"
"Story",2019,"Bermondsey","United Kingdom","Europe",51.50268,-0.07774,"Modern cuisine",NA,"one"
"Trinity",2019,"Clapham Common","United Kingdom","Europe",51.46336,-0.14148,"Modern cuisine",NA,"one"
"Chez Bruce",2019,"Wandsworth","United Kingdom","Europe",51.44607,-0.16553,"French",NA,"one"
"Sorrel",2019,"Dorking","United Kingdom","Europe",51.228825,-0.3346741,"Modern British",NA,"one"
"Restaurant Tristan",2019,"Horsham","United Kingdom","Europe",51.062347,-0.326034,"Modern British",NA,"one"
"Gravetye Manor",2019,"Gravetye","United Kingdom","Europe",51.08932,-0.05691,"Modern British",NA,"one"
"The Sportsman",2019,"Seasalter","United Kingdom","Europe",51.34392,0.95885,"Modern British",NA,"one"
"West House",2019,"Biddenden","United Kingdom","Europe",51.11521,0.64215,"Modern British",NA,"one"
"Fordwich Arms",2019,"Fordwich","United Kingdom","Europe",51.295284,1.1261871,"Modern cuisine",NA,"one"
"Samphire",2019,"Saint Helier/Saint-Hélier","United Kingdom","Europe",49.18488,-2.1057,"Modern cuisine",NA,"one"
"Bohemia",2019,"Saint Helier/Saint-Hélier","United Kingdom","Europe",49.181225,-2.102417,"Modern cuisine",NA,"one"
"SENNS.Restaurant",2019,"Salzburg","Austria","Europe",47.83636,13.06389,"Creative","5","two"
"Ikarus",2019,"Salzburg","Austria","Europe",47.79536,13.00695,"Creative","5","two"
"Mraz & Sohn",2019,"Wien","Austria","Europe",48.23129,16.37637,"Creative","5","two"
"Konstantin Filippou",2019,"Wien","Austria","Europe",48.21056,16.37996,"Modern cuisine","5","two"
"Silvio Nickol Gourmet Restaurant",2019,"Wien","Austria","Europe",48.20558,16.37693,"Modern cuisine","5","two"
"Steirereck im Stadtpark",2019,"Wien","Austria","Europe",48.20229,16.3805,"Creative","5","two"
"Baumé",2019,"South San Francisco","USA","North America",37.4285,-122.14272,"Contemporary","4","two"
"Commis",2019,"San Francisco","USA","North America",37.82476,-122.25505,"Contemporary","4","two"
"Californios",2019,"San Francisco","USA","North America",37.75555,-122.417145,"Mexican","4","two"
"Lazy Bear",2019,"San Francisco","USA","North America",37.760204,-122.41969,"Contemporary","4","two"
"Saison",2019,"San Francisco","USA","North America",37.76327,-122.41543,"Californian","4","two"
"Campton Place",2019,"San Francisco","USA","North America",37.78923,-122.40665,"Indian","4","two"
"Coi",2019,"San Francisco","USA","North America",37.79812,-122.40331,"Contemporary","4","two"
"Acquerello",2019,"San Francisco","USA","North America",37.79167,-122.42131,"Italian","4","two"
"Urasawa",2019,"Los Angeles","USA","North America",34.067352,-118.40067,"Japanese","4","two"
"Sushi Ginza Onodera",2019,"Los Angeles","USA","North America",34.08238,-118.37654,"Japanese","4","two"
"Somni",2019,"Los Angeles","USA","North America",34.070095,-118.37649,"Contemporary","4","two"
"Providence",2019,"Los Angeles","USA","North America",34.083523,-118.33019,"Seafood","4","two"
"n/naka",2019,"Los Angeles","USA","North America",34.02526,-118.41206,"Contemporary","4","two"
"Vespertine",2019,"Los Angeles","USA","North America",34.024204,-118.38166,"Contemporary","4","two"
"Smyth",2019,"Chicago","USA","North America",41.885,-87.660736,"Contemporary","4","two"
"Oriole",2019,"Chicago","USA","North America",41.886196,-87.64513,"Contemporary","4","two"
"Acadia",2019,"Chicago","USA","North America",41.85904,-87.62562,"Contemporary","4","two"
"KOKS",2019,"Leynar","Denmark","Europe",62.13667,-7.022025,"Creative","4","two"
"Henne Kirkeby Kro",2019,"Henne","Denmark","Europe",55.72682,8.242021,"Classic cuisine","3","two"
"a‚o‚c",2019,"København","Denmark","Europe",55.68305,12.58921,"Modern cuisine","4","two"
"noma",2019,"København","Denmark","Europe",55.68332,12.61006,"Creative","4","two"
"Kadeau Copenhagen",2019,"København","Denmark","Europe",55.67219,12.58848,"Modern cuisine","4","two"
"Spondi",2019,"Athína","Greece","Europe",37.96525,23.742971,"French","5","two"
"Sun Tung Lok",2019,"Hong Kong","China","Asia",22.30099,114.17221,"Cantonese","2","two"
"Yan Toh Heen",2019,"Hong Kong","China","Asia",22.293337,114.17395,"Cantonese","3","two"
"Tin Lung Heen",2019,"Hong Kong","China","Asia",22.30357,114.16007,"Cantonese","3","two"
"Tenku RyuGin",2019,"Hong Kong","China","Asia",22.30331,114.16021,"Japanese","5","two"
"Forum",2019,"Hong Kong","China","Asia",22.281616,114.1824,"Cantonese","2","two"
"Sushi Saito",2019,"Hong Kong","China","Asia",22.286467,114.15677,"Sushi","5","two"
"Pierre",2019,"Hong Kong","China","Asia",22.282127,114.15948,"French contemporary","4","two"
"Ying Jee Club",2019,"Hong Kong","China","Asia",22.284338,114.156654,"Cantonese","2","two"
"Écriture",2019,"Hong Kong","China","Asia",22.28315,114.1554,"French contemporary","3","two"
"Ta Vie",2019,"Hong Kong","China","Asia",22.282766,114.15529,"Innovative","5","two"
"Amber",2019,"Hong Kong","China","Asia",22.280596,114.15764,"French contemporary","4","two"
"Kashiwaya",2019,"Hong Kong","China","Asia",22.280643,114.15674,"Japanese","4","two"
"Onyx",2019,"Budapest","Hungary","Europe",47.49712,19.05067,"Modern cuisine","5","two"
"Feng Wei Ju",2019,"Macau","China","Asia",22.18996,113.54794,"Hunanese and Sichuan","1","two"
"Golden Flower",2019,"Macau","China","Asia",22.18753,113.54806,"Chinese","2","two"
"Mizumi (Macau)",2019,"Macau","China","Asia",22.188755,113.54488,"Japanese","2","two"
"The Tasting Room",2019,"Macau","China","Asia",22.14958,113.56505,"French contemporary","3","two"
"Alain Ducasse at Morpheus",2019,"Macau","China","Asia",22.14293,113.563774,"French contemporary","5","two"
"L'Atelier de Joël Robuchon",2019,"New York","USA","North America",40.742905,-74.00769,"French","4","two"
"Jungsik",2019,"New York","USA","North America",40.718685,-74.00911,"Korean","4","two"
"Atera",2019,"New York","USA","North America",40.716797,-74.00565,"Contemporary","4","two"
"Jean-Georges",2019,"New York","USA","North America",40.76907,-73.98155,"Contemporary","4","two"
"Marea",2019,"New York","USA","North America",40.76749,-73.98114,"Seafood","4","two"
"Gabriel Kreuther",2019,"New York","USA","North America",40.75397,-73.982025,"Contemporary","4","two"
"Ichimura at Uchū",2019,"New York","USA","North America",40.721832,-73.99012,"Japanese","4","two"
"Sushi Ginza Onodera",2019,"New York","USA","North America",40.752396,-73.981575,"Japanese","4","two"
"Ko",2019,"New York","USA","North America",40.72909,-73.98448,"Contemporary","4","two"
"The Modern",2019,"New York","USA","North America",40.76106,-73.97628,"Contemporary","4","two"
"Aquavit",2019,"New York","USA","North America",40.76078,-73.97214,"Scandinavian","4","two"
"Daniel",2019,"New York","USA","North America",40.7666,-73.96745,"French","4","two"
"Aska",2019,"New York","USA","North America",40.71222,-73.96642,"Scandinavian","4","two"
"Blanca",2019,"New York","USA","North America",40.70492,-73.93354,"Contemporary","4","two"
"Patrick Guilbaud",2019,"City Centre","Ireland","Europe",53.33893,-6.25283,"Modern French",NA,"two"
"Oro",2019,"Rio de Janeiro - 22441","Brazil","South America",-22.98601,-43.22471,"creative","5","two"
"Tuju",2019,"São Paulo - 05416","Brazil","South America",-23.55653,-46.69083,"creative","5","two"
"D.O.M.",2019,"São Paulo - 01411","Brazil","South America",-23.56618,-46.66742,"creative","5","two"
"Kojima",2019,"Seoul","South Korea","Asia",37.52559,127.04193,"Sushi","5","two"
"Jungsik",2019,"Seoul","South Korea","Asia",37.525585,127.04107,"Korean contemporary","3","two"
"Kwonsooksoo",2019,"Seoul","South Korea","Asia",37.526752,127.03571,"Korean","3","two"
"Mingles",2019,"Seoul","South Korea","Asia",37.52219,127.0392,"Korean contemporary","3","two"
"Alla Prima",2019,"Seoul","South Korea","Asia",37.51844,127.03008,"Innovative","3","two"
"Waku Ghin",2018,"Singapore","Singapore","Asia",1.283175,103.8598,"Japanese contemporary","5","two"
"Odette",2018,"Singapore","Singapore","Asia",1.2896459,103.8516,"French contemporary","4","two"
"Shoukouwa",2018,"Singapore","Singapore","Asia",1.2863698,103.854,"Sushi","5","two"
"Shisen Hanten",2018,"Singapore","Singapore","Asia",1.302395,103.8365,"Chinese","1","two"
"Les Amis",2018,"Singapore","Singapore","Asia",1.3066648,103.8314,"French","3","two"
"Fäviken Magasinet",2019,"Järpen","Sweden","Europe",63.43626,13.29337,"Creative","4","two"
"Gastrologik",2019,"Stockholm","Sweden","Europe",59.33365,18.0807,"Creative","4","two"
"Oaxen Krog",2019,"Stockholm","Sweden","Europe",59.322342,18.101831,"Creative","4","two"
"Vollmers",2019,"Malmö","Sweden","Europe",55.604427,12.995848,"Creative","4","two"
"Daniel Berlin",2019,"Skåne-Tranås","Sweden","Europe",55.61246,13.99265,"Creative","4","two"
"RAW",2019,"Taipei","China","Asia",25.082666,121.559525,"Innovative","3","two"
"Shoun RyuGin",2019,"Taipei","China","Asia",25.08258,121.5595,"Japanese contemporary","4","two"
"Taïrroir",2019,"Taipei","China","Asia",25.082718,121.559296,"Innovative","3","two"
"Sushi Amamoto",2019,"Taipei","China","Asia",25.037945,121.55487,"Sushi","4","two"
"The Guest House",2019,"Taipei","China","Asia",25.04486,121.52198,"Sichuan-Huai Yang","2","two"
"Gaggan",2019,"Bangkok","Thailand","Asia",13.737679,100.542145,"Innovative","5","two"
"Sühring",2019,"Bangkok","Thailand","Asia",13.710947,100.545654,"European contemporary","4","two"
"Mezzaluna",2019,"Bangkok","Thailand","Asia",13.722148,100.51691,"Innovative","5","two"
"Le Normandie",2019,"Bangkok","Thailand","Asia",13.723197,100.513855,"French contemporary","4","two"
"minibar",2019,"Washington, D.C.","USA","North America",38.896294,-77.02386,"Contemporary","4","two"
"Pineapple and Pearls",2019,"Washington, D.C.","USA","North America",38.880707,-76.99514,"Contemporary","4","two"
"Andrew Fairlie at Gleneagles",2019,"Auchterarder","United Kingdom","Europe",56.28339,-3.75149,"Creative French",NA,"two"
"L'Enclume",2019,"Cartmel","United Kingdom","Europe",54.201885,-2.953807,"Creative",NA,"two"
"Raby Hunt",2019,"Summerhouse","United Kingdom","Europe",54.56647,-1.689258,"Modern British",NA,"two"
"Moor Hall",2019,"Aughton","United Kingdom","Europe",53.54162,-2.8895495,"Modern British",NA,"two"
"Restaurant Sat Bains",2019,"Nottingham","United Kingdom","Europe",52.92438,-1.1733198,"Creative",NA,"two"
"Restaurant Nathan Outlaw",2019,"Port Isaac","United Kingdom","Europe",50.594086,-4.82854,"Seafood",NA,"two"
"Belmond Le Manoir aux Quat' Saisons",2019,"Great Milton","United Kingdom","Europe",51.71674,-1.09187,"French",NA,"two"
"Midsummer House",2019,"Cambridge","United Kingdom","Europe",52.21243,0.12779,"Modern cuisine",NA,"two"
"Hand and Flowers",2019,"Marlow","United Kingdom","Europe",51.57031,-0.78113,"Modern British",NA,"two"
"Ledbury",2019,"North Kensington","United Kingdom","Europe",51.51674,-0.20007,"Modern cuisine",NA,"two"
"CORE by Clare Smyth",2019,"North Kensington","United Kingdom","Europe",51.51261,-0.2030516,"Modern British",NA,"two"
"Le Gavroche",2019,"Mayfair","United Kingdom","Europe",51.51127,-0.15517,"French",NA,"two"
"Kitchen Table at Bubbledogs",2019,"Bloomsbury","United Kingdom","Europe",51.52041,-0.13647,"Modern cuisine",NA,"two"
"Hélène Darroze at The Connaught",2019,"Mayfair","United Kingdom","Europe",51.5101,-0.1495701,"Modern cuisine",NA,"two"
"Dinner by Heston Blumenthal",2019,"Hyde Park","United Kingdom","Europe",51.50208,-0.16011,"Traditional British",NA,"two"
"Umu",2019,"Mayfair","United Kingdom","Europe",51.5113,-0.14455,"Japanese",NA,"two"
"Sketch (The Lecture Room & Library)",2019,"Mayfair","United Kingdom","Europe",51.51287,-0.14136,"Modern French",NA,"two"
"Greenhouse",2019,"Mayfair","United Kingdom","Europe",51.50769,-0.14926,"Creative",NA,"two"
"Claude Bosi at Bibendum",2019,"Chelsea","United Kingdom","Europe",51.49341,-0.1690893,"French",NA,"two"
"Amador",2019,"Wien","Austria","Europe",48.25406,16.35915,"Creative","5","three"
"Manresa",2019,"South San Francisco","USA","North America",37.22761,-121.98071,"Contemporary","4","three"
"Benu",2019,"San Francisco","USA","North America",37.78521,-122.39876,"Asian","4","three"
"Quince",2019,"San Francisco","USA","North America",37.79762,-122.40337,"Contemporary","4","three"
"Atelier Crenn",2019,"San Francisco","USA","North America",37.79835,-122.43586,"Contemporary","4","three"
"The French Laundry",2019,"San Francisco","USA","North America",38.40443,-122.36474,"Contemporary","4","three"
"The Restaurant at Meadowood",2019,"San Francisco","USA","North America",38.52025,-122.46479,"Contemporary","4","three"
"SingleThread",2019,"San Francisco","USA","North America",38.612164,-122.869705,"Contemporary","4","three"
"Alinea",2019,"Chicago","USA","North America",41.91328,-87.64798,"Contemporary","4","three"
"Geranium",2019,"København","Denmark","Europe",55.70393,12.57197,"Creative","4","three"
"T'ang Court",2019,"Hong Kong","China","Asia",22.296572,114.1698,"Cantonese","3","three"
"Bo Innovation",2019,"Hong Kong","China","Asia",22.27614,114.171,"Innovative","5","three"
"Lung King Heen",2019,"Hong Kong","China","Asia",22.28665,114.15674,"Cantonese","4","three"
"Caprice",2019,"Hong Kong","China","Asia",22.286646,114.15662,"French","4","three"
"8½ Otto e Mezzo - Bombana",2019,"Hong Kong","China","Asia",22.28189,114.15839,"Italian","4","three"
"L'Atelier de Joël Robuchon",2019,"Hong Kong","China","Asia",22.281199,114.15816,"French contemporary","4","three"
"Sushi Shikon",2019,"Hong Kong","China","Asia",22.28511,114.15208,"Sushi","5","three"
"The Eight",2019,"Macau","China","Asia",22.190475,113.54341,"Chinese","3","three"
"Robuchon au Dôme",2019,"Macau","China","Asia",22.189949,113.54395,"French contemporary","4","three"
"Jade Dragon",2019,"Macau","China","Asia",22.149137,113.56715,"Cantonese","2","three"
"Maaemo",2019,"Oslo","Norway","Europe",59.910477,10.760408,"Modern cuisine","4","three"
"Masa",2019,"New York","USA","North America",40.76855,-73.98335,"Japanese","4","three"
"Per Se",2019,"New York","USA","North America",40.76828,-73.98292,"Contemporary","4","three"
"Le Bernardin",2019,"New York","USA","North America",40.76177,-73.98223,"Seafood","4","three"
"Eleven Madison Park",2019,"New York","USA","North America",40.7417,-73.98712,"Contemporary","4","three"
"Chef's Table at Brooklyn Fare",2019,"New York","USA","North America",40.68872,-73.98581,"Contemporary","4","three"
"La Yeon",2019,"Seoul","South Korea","Asia",37.555813,127.00517,"Korean","4","three"
"Gaon",2019,"Seoul","South Korea","Asia",37.52265,127.03595,"Korean","5","three"
"Frantzén",2019,"Stockholm","Sweden","Europe",59.33418,18.05812,"Modern cuisine","4","three"
"Le Palais",2019,"Taipei","China","Asia",25.049496,121.51674,"Cantonese","2","three"
"The Inn at Little Washington",2019,"Washington, D.C.","USA","North America",38.713623,-78.16208,"American","4","three"
"Fat Duck",2019,"Bray","United Kingdom","Europe",51.50828,-0.70232,"Creative",NA,"three"
"Waterside Inn",2019,"Bray","United Kingdom","Europe",51.50773,-0.70121,"Classic French",NA,"three"
"Alain Ducasse at The Dorchester",2019,"Mayfair","United Kingdom","Europe",51.50712,-0.1525201,"French",NA,"three"
"The Araki",2019,"Mayfair","United Kingdom","Europe",51.511826,-0.140389,"Japanese",NA,"three"
"Gordon Ramsay",2019,"Chelsea","United Kingdom","Europe",51.48546,-0.1620201,"French",NA,"three"
